date,country,week,cases,deaths,recovered,monitoring
2021-05-11,Brasil,19,15282705.0,425540,13847191.0,1009974.0
2021-05-12,Brasil,19,15359397.0,428034,13924217.0,1007146.0
2021-05-13,Brasil,19,15433989.0,430417,13979329.0,1024243.0
2021-05-14,Brasil,19,15519525.0,432628,14028355.0,1058542.0
2021-05-15,Brasil,19,15586534.0,434715,14062396.0,1089423.0
2021-05-16,Brasil,20,15627475.0,435751,14097287.0,1094437.0
2021-05-17,Brasil,20,15657391.0,436537,14152433.0,1068421.0
2021-05-18,Brasil,20,15732836.0,439050,14247609.0,1046177.0
2021-05-19,Brasil,20,15812055.0,441691,14330118.0,1040246.0
2021-05-20,Brasil,20,15894094.0,444094,14385962.0,1064038.0
2021-05-21,Brasil,20,15970949.0,446309,14422209.0,1102431.0
2021-05-22,Brasil,20,16047439.0,448208,14462432.0,1136799.0
2021-05-23,Brasil,21,16083258.0,449068,14492167.0,1142023.0
